source_id,Name_aug,HIP_aug,TIC_aug,P_d_nss,e_nss,M2_mjup_nss,a_rel_au,a_star_au,M1_msun,PlxG3,d_pc,priority_score,snrPMaH2G2,dVt,e_dVt,BinH2G2,pred_dVt_ms_NSS,excess_dVt_ms,excess_dVt_sigma,M2_3au_Mj_kerv,M2_5au_Mj_kerv,M2_outer_10au_Mj_kerv,M2_30au_Mj_kerv,M_outer_to_NSS_ratio,chi2,dpmRA,dpmDE,in_tokovinin_msc,classification,documented_fp,hgca_chisq,hgca_tier
4545802186476906880,HD 153376,83083.0,353286295.0,910.7551637608593,0.6171484974788629,24.15568089460143,2.0536665780527428,0.033982081331265235,1.37,18.477,54.1213400443795,3,53.36,1348.38,13.7,1.0,40.486597452958186,1307.893402547042,95.46667171876219,242.3,160.25,188.9,650.74,7.82010661691666,16140.0,-0.0005,0.003,false,S_multi_body,false,16140.306640625,REJECTED_likely_stellar
2643710842096990336,HD 220554,115572.0,301257769.0,926.9425899051132,0.43335665859689554,71.6371844172776,2.1147189396328208,0.09845236424947254,1.4,14.425,69.32409012131716,3,119.22,4681.16,51.98,1.0,117.2971484825764,4563.862851517423,87.80036266866917,866.08,560.39,669.18,2257.98,9.341238149479892,11830.0,0.0029,-0.0003,false,S_multi_body,false,11831.365234375,REJECTED_likely_stellar
1878822452815621120,BD+24 4592,110894.0,20826708.0,1009.3084576652012,0.44555607978695805,18.541661699974636,1.9136170304226923,0.03689552551648195,0.9,16.083,62.17745445501462,3,45.96,1699.93,22.03,1.0,43.957704498423524,1655.9722955015766,75.16896484346694,181.78,167.67,170.15,823.13,9.17663167159569,8614.0,0.0053,-0.0019,false,S_multi_body,false,8614.3974609375,REJECTED_likely_stellar
4976894960284258048,HD 142,522.0,389757979.0,318.5760310439869,0.25697689648847155,6.353704701721094,1.0004010817741038,0.004608845960173414,1.31,38.213,26.169104754926334,8,8.17,124.04,3.85,1.0,5.491025970223765,118.54897402977625,30.791941306435387,20.93,14.51,16.67,59.98,2.623666157397026,1127.0,-0.0014,0.023,true,S_multi_body,false,1127.3909912109375,REJECTED_likely_stellar
5456398165909699072,HD 93786,52907.0,188171244.0,1204.776218635072,0.21435430734991207,253.710811656671,2.342949853596761,0.47985832941143963,0.94,12.124,82.48102936324645,3,14.28,2399.19,61.04,1.0,571.7080960387017,1827.4819039612985,29.939087548514063,269.74,246.83,247.23,1158.85,0.9744559105922492,2609.0,0.0008,0.0006,false,A_multi_body_candidate,false,2608.79931640625,REJECTED_likely_stellar
5803403176645105024,HD 157306,85609.0,311798579.0,1114.003767113243,0.5816190289849125,460.7972651750334,2.5294389000483974,0.639325611366786,1.3,9.946,100.54293183189222,3,22.33,2551.29,67.06,1.0,761.6990382798816,1789.5909617201182,26.686414579781065,427.01,297.91,340.97,1234.18,0.7399566485501664,1684.0,-0.0005,-0.0002,false,A_multi_body_candidate,false,1683.94189453125,REJECTED_likely_stellar
1100130073003073536,HD 49115,32888.0,88248654.0,2266.9942675837815,0.32696370237917566,627.248527032447,4.061034290796494,1.3981522248504439,1.14,12.299,81.30742336775349,3,89.58,4886.75,135.01,1.0,1665.772786359528,3220.9772136404717,23.857323262280364,694.64,559.67,582.26,2364.13,0.928276392699891,1359.0,-0.0014,0.0024,false,A_multi_body_candidate,false,1358.905029296875,REJECTED_likely_stellar
5984297406649971968,HD 142711,78202.0,295468555.0,1757.4696688762665,0.706272202742085,228.00750829350997,3.171299374250209,0.5008845307903316,1.16,9.445,105.87612493382741,3,23.97,2122.9,73.26,1.0,596.7589262951996,1526.1410737048004,20.831846487917012,306.74,244.47,256.04,1027.82,1.1229454762972293,1316.0,-0.0001,0.0001,false,A_multi_body_candidate,false,1316.345947265625,REJECTED_likely_stellar
4395581616493055616,HD 140895,77262.0,54490444.0,1460.1124536505845,0.49113886286581115,113.48929357712802,2.590876646928095,0.25782279219381293,0.98,16.253,61.52710268873439,3,17.56,1253.35,53.04,1.0,307.17269786959065,946.1773021304093,17.838938577119333,147.71,133.14,132.76,604.66,1.1698019770453103,1059.0,0.0006,0.0012,false,A_multi_body_candidate,false,1058.934814453125,REJECTED_likely_stellar
4028114247686423552,BD+35 2307,58832.0,359028988.0,1431.4666408314815,0.49904331990793604,463.9625630101486,2.8408976212311376,0.8426001132165952,1.05,2.881,347.1017007983339,3,15.83,5024.44,265.64,1.0,1003.8823480253009,4020.5576519746987,15.135362339913788,640.78,554.14,559.22,2423.5,1.205312765693485,459.6,0.0,0.0,false,A_multi_body_candidate,false,459.573974609375,REJECTED_likely_stellar
420351030544230784,HD 236284,256.0,347009718.0,1187.54424072553,0.449236075963997,355.8583230038862,2.689136068394349,0.4964076265405808,1.5,5.445,183.65472910927454,3,10.78,1883.29,87.51,1.0,591.4250970212306,1291.8649029787694,14.76248317882264,388.04,232.2,289.0,908.28,0.812120951845333,932.1,0.0,0.0,false,A_multi_body_candidate,false,932.135986328125,REJECTED_likely_stellar
6015027554036714496,HD 140940,77357.0,442567713.0,924.0406583095812,0.7510929972339393,182.70236191634984,2.1507163354414045,0.24123889657601652,1.38,7.346,136.1285053090117,3,18.44,1105.75,73.52,1.0,287.41447589565126,818.3355241043487,11.130787868666332,201.69,131.9,156.53,533.48,0.8567486394711589,200.4,-0.0001,0.0,false,A_multi_body_candidate,false,200.41783142089844,REJECTED_likely_stellar
4027744605621487616,G 148-14,57857.0,903792771.0,1624.6146087386524,0.10131863030247759,241.00372844713442,2.6399644147858186,0.6528532963407124,0.7,19.081,52.4081547088727,3,74.76,2194.86,129.51,1.0,777.816059796921,1417.0439402030793,10.941579339070955,185.05,167.58,188.91,1071.15,0.7838467944757896,427.5,-0.0028,-0.0046,true,S_multi_body,false,427.521240234375,REJECTED_likely_stellar
5855730584310531200,HD 111232,62534.0,329649885.0,882.128075201982,0.5036704803266302,8.671469241717892,1.7930271340219002,0.015013070725452526,0.98,34.622,28.883368956155046,7,1.72,73.96,5.5,0.0,17.886725214648774,56.07327478535122,10.195140870063858,8.72,7.86,7.83,35.68,0.9029611686022437,170.5,-0.003,-0.0102,false,A_multi_body_candidate,false,170.45692443847656,REJECTED_likely_stellar
2717981134566374272,V335 Peg,112960.0,318705209.0,787.7493715169248,0.34403289137665793,77.78269237884736,1.8998522433026048,0.09565479115371481,1.4,15.84,63.131313131313135,3,15.56,702.26,58.22,1.0,113.96409143203725,588.2959085679628,10.104704716041958,130.26,84.12,100.57,338.72,1.292961157864851,192.2,0.0024,-0.0017,true,S_multi_body,false,192.21902465820312,REJECTED_likely_stellar
5211034655748139008,HD 42950,28525.0,261261527.0,1471.285872411193,0.6234575091996687,454.4680247591903,2.919552584498985,0.8255666413123774,1.1,14.666,68.18491749624982,3,29.41,2698.17,187.28,1.0,983.5884962894492,1714.5815037105508,9.15517676052195,366.75,303.97,312.04,1303.1,0.6866049600856763,238.4,0.0,-0.0001,false,A_multi_body_candidate,false,238.3943328857422,REJECTED_likely_stellar
6744521388408107648,HD 182435,95553.0,112610054.0,1261.5342573337305,0.45766720626363055,1122.1281587650853,3.178092969607176,1.2647207374575493,1.62,4.153,240.7897905128823,3,33.43,9480.88,877.58,1.0,1506.8011546644648,7974.078845335534,9.086440945937161,2229.79,1247.22,1573.82,4584.76,1.4025314200581211,117.0,0.0,0.0,false,A_multi_body_candidate,false,116.98429870605469,REJECTED_likely_stellar
2884087104955208064,HD 40503,28193.0,20096267.0,826.5310697340134,0.06565210017612134,6.0945691120407375,1.649112311865953,0.010950858887388322,0.87,25.518,39.18802413982287,4,5.73,76.64,7.72,1.0,13.046964699302395,63.59303530069761,8.237439805789846,7.91,7.28,7.49,37.07,1.2289630099037485,99.54,0.001,0.0002,false,A_multi_body_candidate,false,99.53504180908203,FLAG_mass_ambiguous
1610837178107032192,HD 128717,71425.0,298163592.0,1089.1526376689824,0.3930494343714672,11.785816245593523,2.255980960863255,0.01964959383916602,1.28,13.581,73.63228039172374,3,6.02,145.02,15.46,1.0,23.410726027204813,121.6092739727952,7.866059118550789,23.81,16.85,19.14,70.22,1.6239859506681227,83.16,-0.0007,-0.0005,false,A_multi_body_candidate,false,83.16337585449219,FLAG_mass_ambiguous
2552960072918165504,LP 526-21,4014.0,388796175.0,1468.0424654578655,0.7699921067866459,96.63746771289142,2.415315444995747,0.25536556751175515,0.78,10.093,99.07856930545923,3,9.76,1315.18,149.65,1.0,304.2451353820506,1010.9348646179494,6.755328196578345,122.5,111.86,120.29,636.86,1.2447552988182589,60.89,0.0012,-0.0009,false,A_multi_body_candidate,false,60.886959075927734,FLAG_mass_ambiguous
6570788831708642688,HD 208946,108665.0,71272255.0,871.160528029552,0.28891754852475465,447.4534631753658,2.1581576747646407,0.5215130591194906,1.34,5.608,178.3166904422254,3,4.96,1552.47,165.39,1.0,621.3359648340722,931.1340351659278,5.6299294707414465,271.98,183.34,213.71,749.72,0.47761391426809197,87.26,0.0,0.0002,false,A_multi_body_candidate,false,87.26448822021484,FLAG_mass_ambiguous
4632430611684633344,HD 14717,10538.0,270342707.0,778.3571532792081,0.7324617891006516,29.846921447588954,1.8204454348133512,0.03902917126983722,1.3,9.484,105.44074230282581,4,5.98,168.91,25.64,1.0,46.49975175801355,122.41024824198644,4.774190649063433,28.25,19.72,22.56,81.71,0.7558568490762186,47.5,-0.0002,0.0004,false,A_multi_body_candidate,false,47.504112243652344,FLAG_mass_ambiguous
1035000055055287680,HD 68638,40497.0,81041820.0,241.6272531745606,0.31423487553218543,32.714158207601,0.7695160243022754,0.023071696216358923,1.01,30.788,32.48018708587762,9,4.27,75.71,10.57,1.0,27.487853617996244,48.22214638200375,4.562170897067526,9.2,8.21,8.18,36.51,0.2500446426923316,66.2,0.0111,-0.0062,false,A_multi_body_candidate,false,66.20049285888672,FLAG_mass_ambiguous
3309006602007842048,HD 30246,22203.0,436590739.0,814.7061800516827,0.5923695230586918,40.7347870318741,1.7722865829321204,0.06157250880313422,1.08,20.535,48.69734599464329,9,7.62,197.4,27.69,1.0,73.35811346515906,124.04188653484094,4.479663652395844,26.25,22.08,22.53,95.28,0.5530899175284937,57.34,-0.002,0.0004,false,A_multi_body_candidate,false,57.338680267333984,FLAG_mass_ambiguous
3751763647996317056,HD 89707,50671.0,308019693.0,297.47376851474417,0.6790770655866796,78.63467820264492,0.9356909288447673,0.05685044957191391,1.16,28.71,34.83106931382793,9,4.41,173.57,25.45,1.0,67.7322040519076,105.83779594809239,4.158656029394593,25.08,19.99,20.93,84.04,0.2661675545496924,53.54,0.0144,-0.017,false,A_multi_body_candidate,false,53.5408935546875,FLAG_mass_ambiguous
6421118739093252224,HD 175167,93281.0,467966544.0,898.713761660886,0.18983536871677717,9.001256759096107,1.9625798904938152,0.013501391233864521,1.24,14.059,71.12881428266591,8,3.34,62.31,12.03,1.0,16.0856948876009,46.2243051123991,3.842419377589285,9.76,7.2,7.96,30.26,0.8843209579546903,36.73,-0.0002,0.0003,false,A_multi_body_candidate,false,36.729915618896484,FLAG_mass_ambiguous
3708590877255536256,HD 109402,61354.0,399088589.0,176.28116180915043,0.7456960121446593,571.4161701574287,0.739378886967058,0.2323365421339747,1.19,14.861,67.29022273063724,3,5.14,617.3,102.3,1.0,276.8081202352965,340.49187976470347,3.328366371111471,92.05,71.17,76.18,299.37,0.13331789329485014,31.07,0.0001,0.0021,false,A_multi_body_candidate,false,31.06547737121582,FLAG_mass_ambiguous
2121783289552546432,BD+46 2473,90060.0,7900718.0,495.7664852218739,0.331620471708667,74.2609401207113,1.5370106451747025,0.0552647612366796,1.9,3.566,280.42624789680315,2,1.87,261.44,59.33,0.0,65.84299883552741,195.5970011644726,3.296763882765424,83.46,40.77,50.65,126.72,0.6820543871067122,17.76,0.0,0.0,false,A_multi_body_candidate,false,17.763933181762695,CORROBORATED_real_companion
321123400368013696,BD+35 228,5787.0,125994584.0,560.1810820327507,0.4043201016316578,52.90539180123044,1.505439422148146,0.05239833891030235,1.4,7.523,132.92569453675395,4,5.85,196.63,41.95,1.0,62.42791411111311,134.20208588888687,3.199096207124836,36.5,23.56,28.17,94.84,0.5324599070324784,18.91,-0.0001,-0.0001,false,A_multi_body_candidate,false,18.908123016357422,CORROBORATED_real_companion
3750881083756656128,HD 91669,51789.0,296882202.0,500.4524718504409,0.31735005506905556,46.44225089285072,1.251582097393226,0.05311381911658836,1.0,13.955,71.65890361877463,8,5.27,163.03,32.78,1.0,63.28034450862409,99.7496554913759,3.0430035232268424,19.68,17.6,17.54,78.63,0.3776733397454707,33.69,0.0008,-0.0006,false,A_multi_body_candidate,false,33.69145965576172,FLAG_mass_ambiguous
1146337324038514176,HD 90089,51502.0,367631379.0,2886.719914712987,0.6072908321913533,243.04893044363905,4.671363592782491,0.6639004223122034,1.4,43.463,23.00807583461795,4,26.61,1217.28,142.03,1.0,790.9777180797046,426.3022819202954,3.0014946273343335,225.99,145.85,174.42,587.13,0.7176332752488557,124.5,0.0,-0.0036,true,S_multi_body,false,124.49618530273438,REJECTED_likely_stellar
